name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,description,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,notes,sales_id,created_by,updated_by,deleted_at,import_session_id
Arena Food Service,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Shogun Bistro Bg,customer,,C,,,,,,,KY,,Casual,,,,,,,,Will meet owner Ronny with Sales Rep to show Cheesecake Holiday wheel for 6 locations,,,,,
The Army and Navy Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
The Park at Fourteenth,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
American Culinary Federation,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
American Frozen Food Institute,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Biscottis,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Blackpearl Hospitality,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Driftwood Hospitality Management,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Elior Na,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Mena Catering,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
The Melting Pot,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Troon - Esplanade Golf & Country Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Tryst Lounge,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
"Aramark Services, INC",unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Arco Design/Build,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Gekko Kitchen Commissary INC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Landings Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Racetrac,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Tandoori Pizza & Wing Co,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Army Mwr,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Bagel Miller,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Eddie Merlots,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Exmoor Country Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
"Fireplace Inns, INC",unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Flavorista,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
R Whittingham Meat Corp,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Ready Set Gourmet,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Sakamoto Restaurant INC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
School District U-46,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Scooby Drew'S (Soon to Be) World Famous Pickles,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Snail Caviar,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
The Metropolitan Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Compass Community Living,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Purdue Northwest,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Tea Plus Poke,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Texas Roadhouse,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
North Coast Seafoods,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Sysco,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
LA Chow,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Saval Foodservice,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Beyond Juicery & Eatery,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Coldbreak,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
K&K Catering,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Morrison Living,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Stark Provisions,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
The Corner Social,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Ts Food LLC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Mocha Point Coffee Co,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Compass Group: Morrison Health,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Levy Restaurants,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Los Tres Magueyes,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Unc Rex Healthcare,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Marriott Hanover,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Fineline Settings,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Lifeworks,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Volcora,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Artisan� Pizza Cafe,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Audrey'S Avenue Kitchen & Bar,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Boscoes,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Curiositea Emporium LLC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Taste the World in Cincy LLC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Coughlin'S Law,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Fleet Landing,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Real Food Restaurants INC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Springdale Hall Club,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Chowbus,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Elior North America - Dining and Events,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Embassy Suites San Antonio Riverwalk,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Ka Sushi,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Legends / Dallas Cowboys,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Agile Hospitality,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Joint Expeditionary Base Little Creek,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Macados,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Macado'S INC,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Pig & Sam Restaurant Group,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Aj'S Riverside,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Fox Hollow Golf Course,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Magpies / Fat Cat'S / Creekside Jack'S,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Moran'S Pub,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
Upper Crust Pizzeria & Pub,unknown,,A,,,,,,,,,,,,,,,,,NRA ANNASEA LEADS,,,,,
I Dream of Falafel,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Country House Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Frosty Dogs,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Village of Hoffman Estates,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Silver Lake Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Matajini Mvp LLC,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
"N.Kotake,Inc",unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Kt,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sip Wine Bar,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Imperial Surveillance,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
O�callaghan'S,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Hailstorm Brewing Company,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Trail�S Edge Brewing Co,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Porky'S BBQ,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Pine Valley Country Club,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Joe'S Group,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Carol'S Catering,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Chef Jamie'S,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Big Daddy'S BBQ,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
The River Merchant,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Georgios Restaurants,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Hvyc,unknown,,C,,,,,,,IL,,,,,,,,,,NRA KAUFHOLDS,,,,,
Captian D'S,prospect,,C,,,,,,,IL,,Fast food,,,,,,,,NRA KAUFHOLDS,,,,,
Hyatt Regency Salt Lake City,customer,,C,,,,,,,,,Hospitality,,,,,,,,,,,,,
Panos,distributor,,C,,,,,,,IN,,Distributor,,,,,,,,NRA KAUFHOLDS,,,,,
Baraga County Memorial Hospital,unknown,,C,,,,,,,IN,,,,,,,,,,NRA KAUFHOLDS,,,,,
Gogebic Community College,unknown,,C,,,,,,,IN,,,,,,,,,,NRA KAUFHOLDS,,,,,
Helen Newberry Joy Hospital,unknown,,C,,,,,,,OH,,,,,,,,,,NRA KAUFHOLDS,,,,,
US Foodservice - Chicago,unknown,,C,,,,,,,OH,,,,,,,,,,NRA KAUFHOLDS,,,,,
US Foodservice - Streator,unknown,,C,,,,,,,OH,,,,,,,,,,NRA KAUFHOLDS,,,,,
US Foodservice - C&u,unknown,,C,,,,,,,OH,,,,,,,,,,NRA KAUFHOLDS,,,,,
Adams Memorial Hospital,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
PFG - Western Suburbs,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Abbott Ap6d Dept Ge03,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Abbvie M1,unknown,,A,,,,,,North Chicago,,,,,,,,,,,,,,,,
American Accord Food Corporation,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Barnstormer'S Pizza,unknown,,C,,,,,,Hoffman Estates,,,,,,,,,,,,,,,,
Burlington Tap and Smokehouse,unknown,,C,,,,,,Springfield,,,,,,,,,,,,,,,,
Community Hospital Food Service,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Corner Pub & Grill,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Crystal Valley Catering,unknown,,C,,,,,,Kankakee,,,,,,,,,,,,,,,,
Dream Palace Banquet Hall,unknown,,C,,,,,,Clinton,,,,,,,,,,,,,,,,
Driftless Social,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,,
Elkhorn Area High School Culinary a,unknown,,C,,,,,,Charleston,,,,,,,,,,,,,,,,
Elston Ave Food Co 392959e,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Geja'S Cafe,unknown,,C,,,,,,Peptone,,,,,,,,,,,,,,,,
Hairy Cow Brewing Company,unknown,,C,,,,,,Arlington Heights,,,,,,,,,,,,,,,,
Heartland Human Care-Srv Giles Ccr,unknown,,C,,,,,,Hampshire,,,,,,,,,,,,,,,,
Hsl Eau Claire,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,,
Hsl Muskego,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Lemuel Marcial,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Mark III Restaurant the,unknown,,C,,,,,,Homewood�,,,,,,,,,,,,,,,,
Milwaukee Brat House,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Niipc-Joseph E Hill Admin Center,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Oakcrest Dekalb Area Ret Ctr,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Organic Life - Peoria High School,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Palace Ent - Adventureland,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Port of Peri Peri Villa Park Il,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Quality Inn Bradley 367910e,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Quindts Towne Lounge,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Rader Family Farm,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Rupley Elementary School,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sausage Kitchen,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Science of Spirituality,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Something Special by Sherri,unknown,,C,,,,,,Lisle,,,,,,,,,,,,,,,,
Spring Brook Resort 69445e,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Stussy'S Diner,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sure Stay Plus Hotel,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Taquero Mucho,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,,
The Cellar Door,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,,
The Village of South Holland,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Ths-Gottlieb Memorial Dietary,unknown,,C,,,,,,Racine,,,,,,,,,,,,,,,,
Ths-Mercy Medical Ctr-Dubuque-H0050,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Tinys Coffee Bar,unknown,,C,,,,,,East Troy,,,,,,,,,,,,,,,,
Uic Catering & Conferences 49852003,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Village Grns of Woodridge Golfcrse,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Wanaki Golf Course,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
West Harvey School Dist 147,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
White Deer Golf Course,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Wurstbar Brady St,unknown,,C,,,,,,Vernon Hills,,,,,,,,,,,,,,,,
Brett Anthony Foods,customer,,A,,,,,,,,,Caterer,,,,,,,,,,,,,
Pavlou,customer,,C,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Frank'S Pizza & Pub,customer,,C,,,,,,,,,Pizza,,,,,,,,,,,,,
Mr Scribs,customer,,A,,,,,,,MI,,Pizza,,,,,,,,lead from Kaufholds John Schneider ler Anthony oversite. Leftnkits,,,,,
Avi Foodsystems,customer,,C,,,,,,Warren,OH,,Management company,,,,,,,,Mccrum and Sysco connect with Mike's help.,,,,,
