name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,notes,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,sales_id,created_by,updated_by,deleted_at,import_session_id
Barren Rivewr Lake Resort,customer,,A,,,,,,Lucas,KY,,Type: Hospitality,,,,,,,,,,,,
Asparagus,customer,,A,,,,,,Merrillville,IN,,"Type: Fine Dining

Sales Notes: Poke",,,,,,,,,,,,
St Elmos,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Aurelios,customer,,A,,,,,,,,,Type: Pizza,,,,,,,,,,,,
Hilton Double Tree Aslip,customer,,A,,,,,,Alsip,,,"Type: Hospitality

Sales Notes: Loves Poke. Uses Sysco & Wabash Seafood. Would buy from Abdale if stocked. Asked Carol to send a New Vendor Form",,,,,,,,,,,,
Hartsfield,prospect,,B,,,,,,Munster,,,Type: Healthcare,,,,,,,,,,,,
Tomato Bar,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
O'Bryan'S Bar and Grill,prospect,,C,,,,,,Owensboro,KY,,Type: Bar/Lounge,,,,,,,,,,,,
PFG - Fairfeild DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
US Foods Cleveland,distributor,,A,,,,,,Cleveland,OH,,"Type: Distributor

Sales Notes: emailed Rick-phoned left vm.",,,,,,,,,,,,
Dj'S Casual Cafe,customer,,C,,,,,,Wellman,IA,,Type: Casual,,,,,,,,,,,,
Hotel Blackwood,prospect,,C,,,,,,Davenport,IA,,Type: Travel,,,,,,,,,,,,
Main Street Meat Co,customer,,C,,,,,,Davenport,IA,,Type: Casual,,,,,,,,,,,,
Peanut Butter and Deli,customer,,C,,,,,,Morrison,IL,,Type: Casual,,,,,,,,,,,,
Lubben Vineyards & Wines,customer,,C,,,,,,Anamosa,IA,,Type: Casual,,,,,,,,,,,,
Petro Travel Center,prospect,,C,,,,,,Rochelle,IL,,Type: Travel,,,,,,,,,,,,
Hotel Julien Debuque,prospect,,C,,,,,,Dubuque,IA,,Type: Travel,,,,,,,,,,,,
Thristy Camel Supper Club,customer,,C,,,,,,Conesville,IA,,Type: Casual,,,,,,,,,,,,
Hailstorm Brewing,customer,,A,,,,,,Tinley Park,IL,,Type: Gastropub,,,,,,,,,,,,
Sip Self Serve Wine Bar,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
El Jefe,customer,,C,,,,,,Aurora,IL,60014,Type: Ethnic,,,,,,,,,,,,
Bust Outs,customer,,C,,,,,,Chicago,IL,,Type: Casual,,,,,,,,,,,,
Rabbits Bar,customer,,C,,,,,,Chicago,,,Type: Casual,,,,,,,,,,,,
Harry Caray'S Navy Pier,customer,,C,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Pizzeria Portofino,customer,,C,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Harry Caray'S,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Fortune,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Grecian Delight,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Food and Paper,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Badger,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Kohls,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Kuna,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Battaglia,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Badger Murphy,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Fare Foods,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
S&L Produce,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Supreme Lobster,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Total Foods,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Rdp,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
PFG - All Locations,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Pancho,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Wilkens,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Testa,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Get Fresh,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
All in In - Oh - Ky - Mi,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Gordon Food Service - ALL,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Delco,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Atlantic,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
PFG - Tn DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
"Raydia (B&B, Stanz, Troyers)",distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Stapleton Foods,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
P+L Food,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Al Peake & Sons,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Lannings Newark,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
PFG - Cincinnati DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Rdp Columbus,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Ritchie'S Food Service,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Sofo,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Tpc Food Service Tiffin,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
White Feather Farms,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Rightway,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Thompson and Sons,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
US Foodservice - Cincy DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Gordon Food Service - Sprongfield DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Sysco - Cincy DC,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Butts Foods,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Fare Foods Corp,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
"Kern Food Distributing, INC",distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Loffredo Fresh Produce,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
"P&L Food Wholesalers, INC",distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
"S & L Produce, INC",distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Thompson and Sons Bakery Supply,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Total Foods INC,customer,,A,,,,,,,MI,,"Type: Fine Dining

Sales Notes: New Clearwater Belgian frites approved from Frotes Street",,,,,,,,,,,,
Ht Hackney,distributor,,C,,,,,,,,,Type: Distributor,,,,,,,,,,,,
PFG - Bg,customer,,A,,,,,,"800 E Ogden Ave Westmont, Il 60559",IL,,Type: Casual,,,,,,,,,,,,
PFG - Nashville,customer,,C,,,,,,607 N Main St,IN,,"Type: Gastropub

Sales Notes: dropped off kaufholds sample box he was looking to upgrade from Anchor ones",,,,,,,,,,,,
Timothy O'Tool,customer,,C,,,,,,Gurnee,IL,,Type: Gastropub,,,,,,,,,,,,
Cajun Grill,prospect,,C,,,,,,Gurnee,IL,,Type: Fast food,,,,,,,,,,,,
Riverside Cafe,customer,,C,,,,,,Gurnee,IL,,Type: Casual,,,,,,,,,,,,
Puff Shack BBQ,customer,,C,,,,,,St Charles,IL,,Type: Casual,,,,,,,,,,,,
El Puente,customer,,C,,,,,,St Charles,,,Type: Ethnic,,,,,,,,,,,,
Marz Brewery,unknown,,C,,,,,,Chicago,IL,,,,,,,,,,,,,,
Logan 11 Bar,customer,,C,,,,,,Chicago,IL,,Type: Gastropub,,,,,,,,,,,,
Federales,customer,,C,,,,,,Chicago,IL,,Type: Gastropub,,,,,,,,,,,,
Mano a Mano,customer,,C,,,,,,Chicago,IL,,Type: Gastropub,,,,,,,,,,,,
University Center Msu,customer,,A,,,,,,Lansing,MI,,Type: Fine Dining,,,,,,,,,,,,
Joes on Jolly,customer,,A,,,,,,Lansing,MI,,Type: Gastropub,,,,,,,,,,,,
S. Abraham and Sons,distributor,,A,,,,,,Grand Rapids,MI,,Type: Distributor,,,,,,,,,,,,
Gun Lake Casino,customer,,A,,,,,,,MI,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
Horrocks,prospect,,A,,,,,,Lansing,MI,,Type: Retail,,,,,,,,,,,,
Bavarian Inn,customer,,A,,,,,,Frankenmuth,MI,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
One North,customer,,A,,,,,,,MI,,Type: Chain/Group Member,,,,,,,,,,,,
Main Street Romeo,customer,,B,,,,,,Romeo,MI,,Type: Gastropub,,,,,,,,,,,,
Jayell BBQ,prospect,,B,,,,,,Romeo,MI,,Type: Bar/Lounge,,,,,,,,,,,,
Gordon Food Service - Saginaw,customer,,A,,,,,,Saginaw,MI,,Type: Chain/Group Member,,,,,,,,,,,,
Shelby'S Trio,customer,,A,,,,,,Clarksville,TN,,Type: Gastropub,,,,,,,,,,,,
Pbody'S,customer,,A,,,,,,Clarksville,TN,,Type: Gastropub,,,,,,,,,,,,
Mr Billy'S,customer,,A,,,,,,Clarksville,TN,,Type: Gastropub,,,,,,,,,,,,
Clarksville'S 3rd Base,customer,,A,,,,,,Clarksville,TN,,Type: Gastropub,,,,,,,,,,,,
Buddys Pizza,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,
Fishbones Detroit,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,
Zo'S Good Burger,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,
Halo Burger,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,
Sweetwater Tavern,unknown,,C,,,,,,,MI,,,,,,,,,,,,,,
Leos Coney Island,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Big John Steak and Onion,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Jolly Pumpkin,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
National Coney Island,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Ram'S Horn,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
The Dirty Shake,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Bobs Big Boy,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Nepantia Cafe,unknown,,A,,,,,,,MI,,,,,,,,,,,,,,
Atlas Foods,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
G&L Wholesale,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Arena Food Service,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Shogun Bistro Bg,customer,,C,,,,,,,KY,,"Type: Casual

Sales Notes: Will meet owner Ronny with Sales Rep to show Cheesecake Holiday wheel for 6 locations",,,,,,,,,,,,
The Army and Navy Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
The Park at Fourteenth,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
American Culinary Federation,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
American Frozen Food Institute,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Biscottis,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Blackpearl Hospitality,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Driftwood Hospitality Management,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Elior Na,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Mena Catering,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
The Melting Pot,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Troon - Esplanade Golf & Country Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Tryst Lounge,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
"Aramark Services, INC",unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Arco Design/Build,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Gekko Kitchen Commissary INC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Landings Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Racetrac,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Tandoori Pizza & Wing Co,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Army Mwr,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Bagel Miller,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Eddie Merlots,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Exmoor Country Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
"Fireplace Inns, INC",unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Flavorista,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
R Whittingham Meat Corp,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Ready Set Gourmet,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Sakamoto Restaurant INC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
School District U-46,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Scooby Drew'S (Soon to Be) World Famous Pickles,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Snail Caviar,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
The Metropolitan Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Compass Community Living,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Purdue Northwest,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Tea Plus Poke,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Texas Roadhouse,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
North Coast Seafoods,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Sysco,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
LA Chow,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Saval Foodservice,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Beyond Juicery & Eatery,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Coldbreak,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
K&K Catering,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Morrison Living,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Stark Provisions,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
The Corner Social,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Ts Food LLC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Mocha Point Coffee Co,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Compass Group: Morrison Health,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Levy Restaurants,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Los Tres Magueyes,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Unc Rex Healthcare,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Marriott Hanover,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Fineline Settings,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Lifeworks,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Volcora,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Artisan' Pizza Cafe,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Audrey'S Avenue Kitchen & Bar,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Boscoes,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Curiositea Emporium LLC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Taste the World in Cincy LLC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Coughlin'S Law,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Fleet Landing,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Real Food Restaurants INC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Springdale Hall Club,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Chowbus,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Elior North America - Dining and Events,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Embassy Suites San Antonio Riverwalk,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Ka Sushi,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Legends / Dallas Cowboys,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Agile Hospitality,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Joint Expeditionary Base Little Creek,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Macados,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Macado'S INC,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Pig & Sam Restaurant Group,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Aj'S Riverside,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Fox Hollow Golf Course,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Magpies / Fat Cat'S / Creekside Jack'S,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Moran'S Pub,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
Upper Crust Pizzeria & Pub,unknown,,A,,,,,,,,,Sales Notes: NRA ANNASEA LEADS,,,,,,,,,,,,
I Dream of Falafel,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Country House Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Frosty Dogs,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Village of Hoffman Estates,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Silver Lake Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Matajini Mvp LLC,unknown,,C,,,,,,,,,,,,,,,,,,,,,
"N.Kotake,Inc",unknown,,C,,,,,,,,,,,,,,,,,,,,,
Kt,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sip Wine Bar,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Imperial Surveillance,unknown,,C,,,,,,,,,,,,,,,,,,,,,
O'callaghan'S,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Hailstorm Brewing Company,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Trail'S Edge Brewing Co,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Porky'S BBQ,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Pine Valley Country Club,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Joe'S Group,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Carol'S Catering,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Chef Jamie'S,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Big Daddy'S BBQ,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
The River Merchant,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Georgios Restaurants,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Hvyc,unknown,,C,,,,,,,IL,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Captian D'S,prospect,,C,,,,,,,IL,,"Type: Fast food

Sales Notes: NRA KAUFHOLDS",,,,,,,,,,,,
Hyatt Regency Salt Lake City,customer,,C,,,,,,,,,Type: Hospitality,,,,,,,,,,,,
Panos,distributor,,C,,,,,,,IN,,"Type: Distributor

Sales Notes: NRA KAUFHOLDS",,,,,,,,,,,,
Baraga County Memorial Hospital,unknown,,C,,,,,,,IN,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Gogebic Community College,unknown,,C,,,,,,,IN,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Helen Newberry Joy Hospital,unknown,,C,,,,,,,OH,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
US Foodservice - Chicago,unknown,,C,,,,,,,OH,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
US Foodservice - Streator,unknown,,C,,,,,,,OH,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
US Foodservice - C&u,unknown,,C,,,,,,,OH,,Sales Notes: NRA KAUFHOLDS,,,,,,,,,,,,
Adams Memorial Hospital,unknown,,C,,,,,,,,,,,,,,,,,,,,,
PFG - Western Suburbs,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Abbott Ap6d Dept Ge03,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Abbvie M1,unknown,,A,,,,,,North Chicago,,,,,,,,,,,,,,,
American Accord Food Corporation,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Barnstormer'S Pizza,unknown,,C,,,,,,Hoffman Estates,,,,,,,,,,,,,,,
Burlington Tap and Smokehouse,unknown,,C,,,,,,Springfield,,,,,,,,,,,,,,,
Community Hospital Food Service,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Corner Pub & Grill,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Crystal Valley Catering,unknown,,C,,,,,,Kankakee,,,,,,,,,,,,,,,
Dream Palace Banquet Hall,unknown,,C,,,,,,Clinton,,,,,,,,,,,,,,,
Driftless Social,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,
Elkhorn Area High School Culinary a,unknown,,C,,,,,,Charleston,,,,,,,,,,,,,,,
Elston Ave Food Co 392959e,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Geja'S Cafe,unknown,,C,,,,,,Peptone,,,,,,,,,,,,,,,
Hairy Cow Brewing Company,unknown,,C,,,,,,Arlington Heights,,,,,,,,,,,,,,,
Heartland Human Care-Srv Giles Ccr,unknown,,C,,,,,,Hampshire,,,,,,,,,,,,,,,
Hsl Eau Claire,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,
Hsl Muskego,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Lemuel Marcial,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Mark III Restaurant the,unknown,,C,,,,,,Homewood�,,,,,,,,,,,,,,,
Milwaukee Brat House,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Niipc-Joseph E Hill Admin Center,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Oakcrest Dekalb Area Ret Ctr,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Organic Life - Peoria High School,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Palace Ent - Adventureland,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Port of Peri Peri Villa Park Il,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Quality Inn Bradley 367910e,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Quindts Towne Lounge,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Rader Family Farm,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Rupley Elementary School,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sausage Kitchen,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Science of Spirituality,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Something Special by Sherri,unknown,,C,,,,,,Lisle,,,,,,,,,,,,,,,
Spring Brook Resort 69445e,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Stussy'S Diner,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sure Stay Plus Hotel,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Taquero Mucho,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,
The Cellar Door,unknown,,C,,,,,,Chicago,,,,,,,,,,,,,,,
The Village of South Holland,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Ths-Gottlieb Memorial Dietary,unknown,,C,,,,,,Racine,,,,,,,,,,,,,,,
Ths-Mercy Medical Ctr-Dubuque-H0050,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Tinys Coffee Bar,unknown,,C,,,,,,East Troy,,,,,,,,,,,,,,,
Uic Catering & Conferences 49852003,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Village Grns of Woodridge Golfcrse,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Wanaki Golf Course,unknown,,C,,,,,,,,,,,,,,,,,,,,,
West Harvey School Dist 147,unknown,,C,,,,,,,,,,,,,,,,,,,,,
